"","ORISPL","Facility","Net Power Output 2018 (GWh)","Primary Fuel Category","Announced Retirment Year","Weighted Sum Model Score (Prioritization Rank)","Emissions Health Costs (Millions) [Percentile]","Hazardous Air Pollutant Hazard (Billions) [Percentile]","Carbon Dioxide Emissions (Megatons) [Percentile]","Vulnerable Population within 5km (total) [Percentile]","Vulnerable Population within 10km (total) [Percentile]","Vulnerable Population within 50km (total) [Percentile]"
"1127","2132","Blue Valley, Jackson, MO",14,"Gas",NA,"152.5 (1127)","$0.2 [31]","0 [11]","0.01 [44]","6,209 [60]","32,610 [68]","522,860 [73]"
"1128","56135","Ripon Generation Station, San Joaquin, CA",24.8,"Gas",NA,"152.4 (1128)","$0 [19]","0 [13]","0.02 [49]","10,034 [67]","34,719 [69]","657,968 [77]"
"1129","61386","Georgia LFG Pine Ridge Plant, Spalding, GA",35.3,"Other",NA,"152.3 (1129)","$1.2 [55]","NA [NA]","0.02 [52]","645 [21]","6,770 [44]","501,829 [72]"
"1130","7948","Hoosier Energy Lawrence Co Station, Lawrence, IN",146.3,"Gas",NA,"152.3 (1130)","$1 [51]","NA [NA]","0.09 [72]","475 [16]","5,222 [40]","69,511 [31]"
"1131","58377","Rochelle Energy Center, Ogle, IL",19.4,"Other",NA,"152.3 (1131)","$2.5 [67]","NA [NA]","0.01 [47]","1,258 [32]","3,552 [34]","164,124 [51]"
"1132","55556","Security, Montgomery, TX",20.4,"Other",NA,"152.2 (1132)","$0.8 [48]","NA [NA]","0.01 [47]","2,876 [47]","7,757 [46]","691,224 [78]"
"1133","6120","Whitehorn, Whatcom, WA",28.6,"Gas",NA,"152 (1133)","$1.3 [55]","NA [NA]","0.04 [66]","1,477 [35]","2,698 [29]","63,951 [29]"
"1134","59847","Northwest Community Hospital, Cook, IL",0.9,"Gas",NA,"152 (1134)","$0.4 [40]","NA [NA]","0 [25]","27,276 [80]","122,084 [86]","2,722,157 [94]"
"1135","54850","Cox Waste to Energy, Taylor, KY",2.1,"Other",NA,"151.9 (1135)","$0.6 [44]","NA [NA]","0.07 [70]","3,652 [51]","6,368 [43]","42,740 [22]"
"1136","54523","Hoffer Plastics, Kane, IL",1.6,"Gas",NA,"151.9 (1136)","$0.5 [42]","NA [NA]","0 [27]","26,471 [80]","71,296 [79]","1,638,185 [88]"
"1137","2123","Columbia, Boone, MO",23.1,"Gas",NA,"151.8 (1137)","$0.1 [29]","0 [9]","0.02 [52]","24,331 [79]","41,743 [72]","87,388 [36]"
"1138","57167","Mesquite Creek LFGTE Project, Comal, TX",25,"Other",NA,"151.8 (1138)","$0.7 [46]","NA [NA]","0.02 [50]","2,328 [42]","17,694 [58]","406,408 [67]"
"1139","56323","Modern Innovative Energy LLC, Niagara, NY",10,"Other",NA,"151.6 (1139)","$2.1 [63]","NA [NA]","0.01 [47]","1,138 [30]","3,643 [34]","283,021 [61]"
"1140","56430","Ameresco Delaware Central, Kent, DE",24,"Other",NA,"151.6 (1140)","$3.2 [70]","NA [NA]","0.02 [49]","430 [15]","4,076 [36]","127,652 [45]"
"1141","56122","Richland County Landfill, Richland, SC",18.1,"Other",NA,"151.5 (1141)","$0.8 [48]","NA [NA]","0.02 [53]","1,357 [33]","14,750 [54]","333,096 [64]"
"1142","60742","Argonne National Laboratory CHP, DuPage, IL",7.6,"Gas",NA,"151.1 (1142)","$0.3 [37]","NA [NA]","0 [35]","10,879 [68]","57,242 [76]","3,099,494 [95]"
"1143","1268","Chanute 2, Neosho, KS",97.9,"Gas",NA,"151 (1143)","$0.5 [42]","0 [12]","0.07 [70]","2,083 [41]","2,743 [30]","15,109 [10]"
"1144","56951","Enoree Phase II Landfill Gas Recovery, Greenville, SC",12.3,"Other",NA,"150.7 (1144)","$0.7 [47]","NA [NA]","0.01 [45]","4,411 [54]","19,777 [59]","330,118 [64]"
"1145","59011","Southbridge Landfill Gas-to-Energy, Worcester, MA",4.4,"Other",NA,"150.7 (1145)","$1.3 [55]","NA [NA]","0.01 [37]","6,302 [60]","8,914 [48]","413,229 [67]"
"1146","6125","Shrewsbury, Worcester, MA",0.7,"Oil",NA,"150.4 (1146)","$0.8 [49]","NA [NA]","0 [27]","12,104 [70]","85,549 [81]","509,694 [73]"
"1147","58265","NCAH Central Utility Plant, Story, IA",22.4,"Gas",NA,"150.2 (1147)","$0.6 [45]","NA [NA]","0.02 [52]","5,611 [58]","23,185 [62]","104,909 [40]"
"1148","7396","Front Street, Hampden, MA",0.8,"Oil",NA,"150 (1148)","$0.5 [42]","NA [NA]","0 [25]","56,137 [90]","147,257 [89]","451,565 [70]"
"1149","477","Valmont, Boulder, CO",2.9,"Gas","2026","149.8 (1149)","$0 [21]","0.1 [21]","0 [34]","13,056 [71]","38,439 [70]","818,975 [81]"
"1150","57410","Geneva, Ashtabula, OH",20,"Other",NA,"149.8 (1150)","$2.2 [64]","NA [NA]","0.02 [48]","1,934 [39]","5,053 [39]","79,479 [33]"
"1151","60349","Hill AFB LFG Facility, Bldg #737, Davis, UT",13.7,"Other",NA,"149.6 (1151)","$0.4 [38]","NA [NA]","0.01 [42]","11,322 [69]","66,410 [78]","280,905 [61]"
"1152","50094","Veolia Energy Trenton L.P., Mercer, NJ",0.8,"Gas",NA,"149.4 (1152)","$0.3 [35]","NA [NA]","0 [24]","85,119 [94]","118,122 [86]","1,780,940 [89]"
"1153","56894","Ameresco Stafford, Stafford, VA",11,"Other",NA,"149.3 (1153)","$1.1 [53]","NA [NA]","0.01 [39]","2,034 [40]","21,356 [61]","449,487 [70]"
"1154","527","Nucla, Montrose, CO",6.5,"Coal",NA,"149.3 (1154)","$1 [52]","0.3 [24]","0.1 [73]","NA [NA]","NA [NA]","1,381 [0]"
"1155","7604","St. Francis Power Plant, Dunklin, MO",778.2,"Gas",NA,"149.1 (1155)","$0.3 [36]","0.1 [21]","0.35 [82]","NA [NA]","867 [12]","38,070 [19]"
"1156","7237","Angus Anson, Minnehaha, SD",84.8,"Gas",NA,"149 (1156)","$0.6 [43]","NA [NA]","0.09 [72]","582 [19]","17,095 [57]","50,568 [25]"
"1157","57580","Broadridge Cogen, El Dorado, CA",11.3,"Gas",NA,"148.9 (1157)","$1.2 [54]","NA [NA]","0.01 [39]","963 [27]","20,354 [60]","818,189 [81]"
"1158","6074","Greenwood Energy Center, Jackson, MO",10,"Gas",NA,"148.8 (1158)","$0.4 [38]","0 [11]","0.02 [53]","460 [15]","11,477 [51]","498,052 [72]"
"1159","59816","Nanticoke LFG, Broome, NY",20.9,"Other",NA,"148.8 (1159)","$3.2 [71]","NA [NA]","0.02 [53]","331 [11]","1,757 [22]","105,035 [41]"
"1160","55598","GRS Pine Bend, Dakota, MN",9.2,"Other",NA,"148.6 (1160)","$0.6 [44]","NA [NA]","0.01 [45]","1,961 [40]","21,095 [60]","732,132 [79]"
"1161","55395","Crossroads Energy Center (CPU), Coahoma, MS",64.1,"Gas",NA,"148.5 (1161)","$0.2 [33]","NA [NA]","0.05 [66]","11,226 [68]","12,302 [52]","56,367 [27]"
"1162","55282","Arlington Valley Energy Facility, Maricopa, AZ",1296.2,"Gas",NA,"148.5 (1162)","$0.6 [44]","0 [2]","0.92 [88]","NA [NA]","1,149 [16]","56,381 [27]"
"1163","55925","Ridgeview, Manitowoc, WI",28.3,"Other",NA,"148.2 (1163)","$3.9 [74]","NA [NA]","0.02 [54]","197 [5]","566 [8]","129,255 [46]"
"1164","61413","NYC-HH - CONEY ISLAND HOSPITAL, Kings, NY",0.1,"Oil",NA,"148.1 (1164)","$0.2 [34]","NA [NA]","0 [16]","252,411 [98]","864,908 [98]","7,132,703 [99]"
"1165","59335","MCLB Landfill Gas to Energy, Dougherty, GA",7.2,"Other",NA,"148.1 (1165)","$0.7 [46]","NA [NA]","0.01 [45]","8,026 [63]","29,489 [66]","111,583 [42]"
"1166","59726","CML&P Generating Facility No. 2, Montgomery, KS",58,"Gas",NA,"148 (1166)","$3.2 [71]","NA [NA]","0.03 [60]","104 [1]","4,230 [36]","28,967 [16]"
"1167","57015","Waste Management Columbia Ridge LFGTE, Gilliam, OR",103,"Other",NA,"148 (1167)","$4.2 [76]","NA [NA]","0.08 [71]","NA [NA]","242 [2]","3,383 [2]"
"1168","50831","Nove Power Plant, Contra Costa, CA",0.6,"Other",NA,"148 (1168)","$0.2 [32]","NA [NA]","0 [27]","61,443 [91]","125,425 [87]","1,750,695 [89]"
"1169","55752","Sonoma Central Landfill Phase I, Sonoma, CA",7.3,"Other",NA,"147.8 (1169)","$1.2 [55]","NA [NA]","0.01 [37]","2,384 [43]","23,761 [62]","303,779 [62]"
"1170","54228","Erving Paper Mills, Franklin, MA",39.7,"Gas",NA,"147.8 (1170)","$1.5 [57]","NA [NA]","0.03 [60]","599 [19]","2,274 [26]","130,892 [46]"
"1171","55544","Klamath Generation Peakers, Klamath, OR",42.1,"Gas",NA,"147.6 (1171)","$0.1 [24]","0.7 [30]","0.03 [59]","1,461 [35]","14,729 [54]","22,215 [14]"
"1172","7929","West Gardner Generating Station, Johnson, KS",44.5,"Gas",NA,"147.6 (1172)","$0.2 [33]","0 [10]","0.03 [61]","817 [25]","4,626 [38]","375,027 [66]"
"1173","58139","Central Energy Plant USU, Cache, UT",32.7,"Gas",NA,"147.2 (1173)","$0.2 [32]","NA [NA]","0.03 [59]","21,172 [78]","26,967 [65]","49,747 [25]"
"1174","10682","Brush Power Projects, Morgan, CO",43.1,"Gas",NA,"146.9 (1174)","$0.3 [36]","0.1 [18]","0.06 [68]","2,064 [41]","2,426 [28]","11,731 [7]"
"1175","57169","Waste Management Piedmont LFGTE Project, Forsyth, NC",13.9,"Other",NA,"146.8 (1175)","$0.8 [49]","NA [NA]","0.01 [44]","2,280 [42]","9,459 [49]","482,772 [72]"
"1176","62423","Regeneron Pharmaceuticals Inc., Westchester, NY",0.5,"Oil",NA,"146.6 (1176)","$0.4 [39]","NA [NA]","0 [23]","22,624 [78]","75,552 [80]","5,950,786 [97]"
"1177","58252","Alpha Ridge LFG, Howard, MD",4.1,"Other",NA,"146.5 (1177)","$0.6 [45]","NA [NA]","0 [31]","4,167 [53]","31,380 [67]","1,899,947 [91]"
"1178","57436","Davidson Gas Producers LLC, Davidson, NC",12.8,"Other",NA,"146.5 (1178)","$0.7 [46]","NA [NA]","0.01 [41]","2,906 [47]","20,832 [60]","491,543 [72]"
"1179","55148","Worthington Generation, Greene, IN",136.4,"Gas",NA,"146.4 (1179)","$0.6 [44]","0 [14]","0.09 [72]","86 [1]","1,411 [19]","75,606 [33]"
"1180","10532","Grand River, Clinton, MI",13.2,"Other",NA,"146.1 (1180)","$1.7 [59]","NA [NA]","0.01 [42]","1,074 [29]","13,955 [54]","158,262 [50]"
"1181","57170","Suburban Landfill Gas Recovery, Perry, OH",30.7,"Other",NA,"145.9 (1181)","$2.5 [67]","NA [NA]","0.02 [54]","404 [14]","1,289 [17]","119,559 [44]"
"1182","56870","Taylor, Taylor, GA",57.2,"Other",NA,"145.8 (1182)","$2.2 [65]","NA [NA]","0.05 [66]","NA [NA]","648 [9]","87,029 [36]"
"1183","50564","New Milford Gas Recovery, Litchfield, CT",7.6,"Other",NA,"145.8 (1183)","$1.5 [58]","NA [NA]","0.01 [37]","1,911 [39]","5,221 [40]","574,237 [75]"
"1184","55603","Tajiguas Plant, Santa Barbara, CA",24.7,"Other",NA,"145.7 (1184)","$0.9 [51]","NA [NA]","0.02 [50]","1,721 [37]","25,438 [63]","86,971 [35]"
"1185","1417","Lieberman Power Plant, Caddo, LA",62.5,"Gas",NA,"145.7 (1185)","$0.2 [31]","0 [16]","0.04 [65]","890 [26]","1,719 [22]","193,089 [54]"
"1186","56429","Ameresco Delaware South, Sussex, DE",22.6,"Other",NA,"145.5 (1186)","$2.8 [68]","NA [NA]","0.02 [49]","173 [4]","4,354 [36]","130,890 [46]"
"1187","56510","Frey Farm Landfill, Lancaster, PA",12.7,"Other",NA,"145.5 (1187)","$1.9 [62]","NA [NA]","0.01 [42]","349 [12]","11,928 [51]","332,628 [64]"
"1188","58153","Eastern Maine Medical Center, Penobscot, ME",30,"Gas",NA,"145.4 (1188)","$0.6 [45]","NA [NA]","0.03 [56]","7,465 [62]","11,492 [51]","39,623 [20]"
"1189","55488","Blackburn Landfill Co-Generation, Catawba, NC",15.7,"Other",NA,"145.2 (1189)","$0.9 [51]","NA [NA]","0.01 [46]","1,407 [34]","9,822 [49]","310,217 [63]"
"1190","59686","Sarasota County LFGTE Facility, Sarasota, FL",33.7,"Other",NA,"145.1 (1190)","$1.3 [56]","NA [NA]","0.03 [57]","NA [NA]","4,568 [37]","239,901 [59]"
"1191","52122","Wasson CO2 Removal Plant, Yoakum, TX",162.9,"Gas",NA,"145 (1191)","$0.7 [47]","NA [NA]","0.12 [75]","527 [17]","3,234 [32]","36,094 [19]"
"1192","8010","Murray Turbine, Salt Lake, UT",9.2,"Gas",NA,"145 (1192)","$0.1 [25]","NA [NA]","0.01 [38]","47,322 [89]","170,912 [90]","451,256 [70]"
"1193","59142","Manatee County LFGTE, Manatee, FL",11.6,"Other",NA,"145 (1193)","$0.5 [41]","NA [NA]","0.01 [42]","3,635 [51]","34,950 [69]","418,635 [68]"
"1194","58168","Energy Center, San Bernardino, CA",1.8,"Gas",NA,"144.9 (1194)","$0.2 [31]","NA [NA]","0 [29]","33,311 [84]","91,382 [82]","1,771,205 [89]"
"1195","52077","Lost Hills Cogeneration Plant, Kern, CA",37,"Gas",NA,"144.8 (1195)","$0.8 [48]","NA [NA]","0.04 [62]","1,370 [33]","2,644 [29]","100,273 [40]"
"1196","762","Ponca, Kay, OK",47.4,"Gas",NA,"144.6 (1196)","$0.1 [28]","0 [15]","0.03 [59]","8,795 [65]","10,089 [50]","25,189 [15]"
"1197","61145","Brown County LFGTE Power Station, Brown, OH",26.6,"Other",NA,"144.3 (1197)","$2.2 [65]","NA [NA]","0.02 [52]","714 [22]","2,273 [26]","78,442 [33]"
"1198","10631","CE Leathers, Imperial, CA",328.1,"Other",NA,"144.2 (1198)","$1.8 [60]","NA [NA]","0.03 [57]","NA [NA]","5,766 [41]","93,296 [38]"
"1199","3803","Chesapeake, Chesapeake City, VA",1.5,"Oil",NA,"144 (1199)","$0.2 [34]","NA [NA]","0 [29]","28,663 [81]","122,241 [86]","580,514 [75]"
"1200","55861","Stevens Point Mill, Portage, WI",13.7,"Gas",NA,"143.9 (1200)","$1.6 [59]","NA [NA]","0.06 [69]","333 [11]","1,441 [19]","34,773 [18]"
"1201","1973","Fairmont (MN), Martin, MN",22.2,"Gas",NA,"143.6 (1201)","$3.5 [73]","NA [NA]","0.01 [46]","2,014 [40]","2,377 [28]","13,278 [8]"
"1202","56986","Clinton LFGTE Facility, Clinton, NY",28.9,"Other",NA,"143.4 (1202)","$2.1 [64]","NA [NA]","0.02 [52]","929 [27]","2,820 [30]","52,812 [26]"
"1203","56279","Laurel Ridge LFGTE, Laurel, KY",23,"Other",NA,"143.3 (1203)","$1.2 [54]","NA [NA]","0.02 [50]","1,890 [39]","10,172 [50]","68,611 [31]"
"1204","59559","Clean Fuel Dane Community Digester, Dane, WI",11.4,"Other",NA,"143.1 (1204)","$3.4 [72]","NA [NA]","0.01 [38]","887 [26]","2,317 [27]","134,611 [46]"
"1205","3143","TalenEnergy Martins Creek LLC Harrisburg, Dauphin, PA",1.4,"Oil",NA,"143 (1205)","$0.3 [35]","0 [3]","0 [28]","47,799 [89]","79,508 [80]","283,041 [61]"
"1206","2678","Plant No 1 Freeport, Nassau, NY",0.1,"Oil",NA,"142.8 (1206)","$0.2 [32]","NA [NA]","0 [17]","68,775 [92]","187,440 [91]","6,126,336 [97]"
"1207","58320","G2 Energy Hay Rd, Solano, CA",12.9,"Other",NA,"142.8 (1207)","$1.7 [59]","NA [NA]","0.01 [41]","NA [NA]","6,497 [43]","1,041,084 [84]"
"1208","55698","Hanford Energy Park Peaker, Kings, CA",15.6,"Gas",NA,"142.7 (1208)","$0.2 [33]","NA [NA]","0.01 [44]","8,148 [63]","34,612 [69]","405,930 [67]"
"1209","55160","MM Tulare Energy, Tulare, CA",6.5,"Other",NA,"142.5 (1209)","$0.5 [41]","NA [NA]","0.01 [35]","5,466 [57]","35,196 [69]","505,843 [73]"
"1210","56529","Five Oaks Gas Recovery, Christian, IL",23.9,"Other",NA,"142.4 (1210)","$2 [62]","NA [NA]","0.02 [51]","611 [20]","3,056 [31]","85,590 [35]"
"1211","58436","Ameresco San Joaquin, San Joaquin, CA",33.1,"Other",NA,"142.3 (1211)","$2 [63]","NA [NA]","0.02 [53]","NA [NA]","377 [5]","565,635 [75]"
"1212","56914","Orange Grove Project, San Diego, CA",33.9,"Gas",NA,"142.3 (1212)","$0.2 [31]","NA [NA]","0.02 [54]","2,854 [46]","6,798 [44]","787,535 [80]"
"1213","56018","AMEA Sylacauga Plant, Talladega, AL",34.6,"Gas",NA,"142.2 (1213)","$0.1 [29]","0 [12]","0.02 [54]","5,182 [56]","9,305 [49]","86,533 [35]"
"1214","58191","US Magnesium, Tooele, UT",133.7,"Gas",NA,"142.1 (1214)","$1.8 [60]","NA [NA]","0.28 [81]","NA [NA]","NA [NA]","5,745 [4]"
"1215","55934","Century Generating Facility, San Bernardino, CA",1.3,"Gas",NA,"141.9 (1215)","$0 [21]","NA [NA]","0 [27]","84,377 [94]","339,897 [95]","2,107,797 [93]"
"1216","50920","Erie Coke, Erie, PA",2,"Coal",NA,"141.8 (1216)","$0 [21]","NA [NA]","0.03 [56]","36,061 [85]","51,024 [74]","82,268 [34]"
"1217","61416","Mount Sinai Hospital, New York, NY",0.2,"Oil",NA,"141.8 (1217)","$0.1 [29]","NA [NA]","0 [14]","593,392 [99]","2,129,504 [100]","7,236,760 [99]"
"1218","57950","MSC Croswell, Sanilac, MI",0.4,"Gas",NA,"141.7 (1218)","$1.2 [54]","NA [NA]","0.03 [62]","1,202 [31]","2,295 [27]","40,274 [20]"
"1219","58156","SUNY Old Westbury College, Nassau, NY",0.3,"Gas",NA,"141.7 (1219)","$0.2 [33]","NA [NA]","0 [22]","24,996 [79]","101,305 [84]","6,243,304 [97]"
"1220","8063","Decordova, Hood, TX",5.7,"Gas",NA,"141.4 (1220)","$0.3 [36]","0 [11]","0.01 [44]","3,343 [49]","6,721 [44]","271,869 [60]"
"1221","4257","Easton 2, Talbot, MD",2.7,"Oil",NA,"141.4 (1221)","$1.5 [58]","0 [6]","0 [32]","4,717 [55]","6,163 [42]","98,145 [39]"
"1222","57872","LCEC Generation LLVC, Lea, NM",46.4,"Gas",NA,"141.3 (1222)","$0.7 [46]","NA [NA]","0.02 [56]","4,506 [54]","6,640 [43]","35,564 [19]"
"1223","7145","Pleasant Hill Energy Center, Polk, IA",12.9,"Gas",NA,"141.3 (1223)","$0.2 [34]","NA [NA]","0.01 [46]","8,520 [65]","46,388 [73]","142,059 [47]"
"1224","59074","SC 1 Data Center, Phase 2, Santa Clara, CA",0.2,"Oil",NA,"141.3 (1224)","$0.1 [29]","NA [NA]","0 [19]","76,483 [93]","420,464 [97]","1,600,941 [88]"
"1225","56852","Pinconning White Feather, BAY, MI",22.4,"Other",NA,"140.7 (1225)","$3 [70]","NA [NA]","0.01 [48]","627 [20]","1,669 [21]","60,766 [29]"
"1226","7413","Short Mountain, Lane, OR",16.8,"Other",NA,"140.6 (1226)","$1.3 [56]","NA [NA]","0.02 [48]","591 [19]","12,877 [53]","103,634 [40]"
"1227","58563","Hometown Bio Energy LLC, Le Sueur, MN",12.1,"Other",NA,"140.5 (1227)","$4.5 [77]","NA [NA]","0.01 [41]","834 [25]","1,303 [18]","51,333 [25]"
"1228","3665","Bountiful City, Davis, UT",20.5,"Gas",NA,"140.4 (1228)","$0.1 [29]","NA [NA]","0.01 [46]","10,595 [67]","18,772 [59]","443,695 [70]"
"1229","61027","Pacific Ethanol Stockton Cogen Plant, San Joaquin, CA",2.2,"Gas",NA,"140.2 (1229)","$0.1 [25]","NA [NA]","0 [29]","50,693 [89]","177,803 [90]","715,553 [78]"
"1230","57409","West Camden, Benton, TN",36,"Other",NA,"140.2 (1230)","$1.4 [57]","NA [NA]","0.02 [55]","1,710 [37]","2,837 [30]","34,045 [18]"
"1231","61508","Provo Power Plant, Utah, UT",5.3,"Gas",NA,"140.1 (1231)","$0.2 [31]","NA [NA]","0 [34]","47,160 [89]","75,151 [79]","236,270 [58]"
"1232","58834","Richland Center Renewable Energy LLC, Richland, WI",9.8,"Other",NA,"139.9 (1232)","$4.7 [77]","NA [NA]","0.01 [42]","1,078 [29]","1,557 [20]","19,793 [12]"
"1233","55935","Drews Generating Facility, San Bernardino, CA",0.8,"Gas",NA,"139.9 (1233)","$0 [19]","NA [NA]","0 [27]","84,377 [94]","339,897 [95]","2,112,010 [93]"
"1234","3008","Mooreland, Woodward, OK",97.1,"Gas",NA,"139.8 (1234)","$0.4 [38]","0.3 [26]","0.07 [70]","346 [11]","346 [4]","6,963 [4]"
"1235","50299","AltaGas Ripon Energy Inc., San Joaquin, CA",9.9,"Gas",NA,"139.4 (1235)","$0.2 [33]","NA [NA]","0.01 [36]","10,034 [67]","33,732 [68]","657,968 [77]"
"1236","54536","Sumpter Energy Associates, Wayne, MI",6.6,"Other",NA,"139.4 (1236)","$1.2 [54]","NA [NA]","0.01 [36]","1,030 [28]","4,602 [37]","1,009,980 [83]"
"1237","58397","Ameresco Johnson Canyon, Monterey, CA",10.1,"Other",NA,"139.3 (1237)","$0.6 [44]","NA [NA]","0.01 [38]","5,765 [58]","12,244 [52]","257,626 [60]"
"1238","54539","Venice Resources Gas Recovery, Shiawassee, MI",13.5,"Other",NA,"139.2 (1238)","$1.8 [60]","NA [NA]","0.01 [43]","536 [17]","3,049 [31]","253,465 [59]"
"1239","50674","Municipal Cogen Plant, Riverside, CA",4.4,"Gas",NA,"139.1 (1239)","$0.2 [33]","NA [NA]","0 [31]","35,895 [85]","51,232 [74]","374,691 [66]"
"1240","57828","Tulsa LFG LLC, Osage, OK",20.7,"Other","2021","139 (1240)","$0.9 [50]","NA [NA]","0.02 [48]","594 [19]","6,898 [44]","289,734 [61]"
"1241","57249","Renewable Energy Services of Ohio, Erie, OH",17.5,"Other",NA,"139 (1241)","$2.1 [63]","NA [NA]","0.01 [45]","293 [9]","5,107 [40]","123,116 [45]"
"1242","56987","Hyland LFGTE Facility, Allegany, NY",27.1,"Other",NA,"138.9 (1242)","$2.9 [69]","NA [NA]","0.02 [56]","95 [1]","1,789 [23]","37,284 [19]"
"1243","2854","Yankee Street, Montgomery, OH",6.2,"Gas",NA,"138.9 (1243)","$0.2 [34]","NA [NA]","0.01 [37]","9,490 [66]","31,671 [67]","453,763 [70]"
"1244","3115","Titus, Berks, PA",0.2,"Oil",NA,"138.8 (1244)","$0.2 [32]","NA [NA]","0 [26]","49,623 [89]","88,485 [82]","438,454 [69]"
"1245","7451","Lodi, San Joaquin, CA",3.5,"Gas",NA,"138.8 (1245)","$0.1 [29]","NA [NA]","0 [32]","28,521 [81]","36,297 [69]","866,964 [81]"
"1246","57843","SC Landfill Energy LLC, Salem, NJ",7.1,"Other",NA,"138.8 (1246)","$1.4 [57]","NA [NA]","0.01 [36]","299 [9]","6,402 [43]","1,169,977 [85]"
"1247","58617","Water Reclamation Plant, Olmsted, MN",2.8,"Other",NA,"138.6 (1247)","$1.2 [55]","NA [NA]","0 [31]","14,517 [72]","26,640 [64]","42,939 [22]"
"1248","59711","CII Methane Management IV, LLC, Johnston, NC",10.8,"Other",NA,"138.6 (1248)","$0.6 [43]","NA [NA]","0.01 [39]","2,484 [44]","13,915 [54]","458,582 [71]"
"1249","59072","Wooster Renewable Energy, Wayne, OH",3,"Other",NA,"138.6 (1249)","$1.2 [54]","NA [NA]","0 [30]","5,464 [57]","8,452 [47]","223,461 [57]"
"1250","56516","Plains End II LLC, Jefferson, CO",10.6,"Gas",NA,"138.2 (1250)","$0.4 [37]","0.1 [18]","0.01 [36]","347 [12]","8,510 [48]","896,654 [81]"
"1251","10632","Del Ranch Company, Imperial, CA",335.1,"Other",NA,"138.2 (1251)","$1.8 [61]","NA [NA]","0.03 [58]","NA [NA]","1,589 [21]","94,149 [38]"
"1252","8029","Sycamore Combustion Turbine, Polk, IA",4.6,"Gas",NA,"138.1 (1252)","$0.2 [32]","0 [7]","0.01 [38]","5,945 [59]","55,985 [76]","165,131 [51]"
"1253","52186","Yuba City Cogen Partners, Sutter, CA",10.6,"Gas",NA,"138 (1253)","$0.2 [31]","NA [NA]","0.01 [37]","35,529 [85]","57,597 [76]","162,442 [51]"
"1254","59496","BYUI Central Energy Facility, Madison, ID",39.4,"Gas",NA,"137.9 (1254)","$0.2 [32]","NA [NA]","0.03 [58]","10,110 [67]","11,817 [51]","51,511 [26]"
"1255","59635","Clinton LFGTE, Dewitt, IL",20.3,"Other",NA,"137.9 (1255)","$1.7 [59]","NA [NA]","0.01 [46]","1,759 [37]","1,985 [24]","85,772 [35]"
"1256","57786","FC Landfill Energy, Frederick, MD",2.3,"Other",NA,"137.8 (1256)","$0.5 [41]","NA [NA]","0 [31]","4,652 [55]","25,237 [63]","733,336 [79]"
"1257","2465","Animas, San Juan, NM",34,"Gas",NA,"137.8 (1257)","$0.1 [28]","NA [NA]","0.02 [56]","14,238 [72]","23,813 [62]","57,902 [28]"
"1258","7028","Whitehead, Utah, UT",10.1,"Gas",NA,"137.7 (1258)","$0.3 [35]","NA [NA]","0.01 [38]","11,373 [69]","55,800 [75]","174,167 [52]"
"1259","58268","UNC-CH LFG Facility, Orange, NC",3.6,"Other",NA,"137.5 (1259)","$0.2 [32]","NA [NA]","0 [31]","24,499 [79]","37,642 [70]","557,229 [74]"
"1260","7111","Heber City, Wasatch, UT",19.5,"Gas",NA,"137.4 (1260)","$0.5 [42]","NA [NA]","0.01 [44]","3,968 [52]","4,581 [37]","322,324 [64]"
"1261","60696","Four Peaks Camino Real, Dona Ana, NM",5,"Other",NA,"137.4 (1261)","$0.1 [25]","NA [NA]","0 [34]","23,284 [79]","83,340 [81]","607,339 [76]"
"1262","55983","Salton Sea Power LLC - Unit 5, Imperial, CA",361.2,"Other",NA,"137.3 (1262)","$2 [62]","NA [NA]","0.03 [59]","NA [NA]","766 [10]","94,149 [38]"
"1263","3113","Portland, Northampton, PA",6.4,"Gas",NA,"137.2 (1263)","$0.7 [46]","0 [10]","0.01 [39]","1,144 [30]","2,987 [31]","325,881 [64]"
"1264","10634","Elmore Company, Imperial, CA",308.7,"Other",NA,"137.2 (1264)","$1.7 [59]","NA [NA]","0.02 [56]","NA [NA]","2,399 [28]","92,868 [38]"
"1265","55304","Baconton Power, Mitchell, GA",67.6,"Gas",NA,"136.9 (1265)","$0.1 [30]","0 [13]","0.04 [63]","838 [25]","1,940 [24]","116,513 [43]"
"1266","57366","MP Wayne LLC, Wayne, NC",11.2,"Other",NA,"136.8 (1266)","$0.6 [45]","NA [NA]","0.01 [39]","3,990 [53]","12,324 [52]","198,015 [54]"
"1267","61567","Woodhull Hospital, Kings, NY",0,"Oil",NA,"136.8 (1267)","$0.1 [27]","NA [NA]","0 [10]","663,856 [100]","2,093,153 [100]","7,267,777 [100]"
"1268","1011","Broadway Avenue Generating Station, Vanderburgh, IN",4.7,"Gas",NA,"136.7 (1268)","$0.1 [29]","0 [10]","0.01 [36]","15,033 [73]","40,132 [71]","100,328 [40]"
"1269","52104","Cymric 36W Cogen, Kern, CA",75.2,"Gas",NA,"136.6 (1269)","$1.4 [56]","NA [NA]","0.07 [70]","NA [NA]","257 [2]","62,734 [29]"
"1270","56688","New Bern, Craven, NC",23,"Other",NA,"136.4 (1270)","$1 [51]","NA [NA]","0.02 [50]","576 [19]","4,038 [36]","177,135 [52]"
